Destination,Origin,2015 Combined,2020 Combined,2015 Males,2020 Males,2015 Females,2020 Females
Egypt,Belarus,180,279,90,121,90,158
Egypt,Cameroon,82,126,71,107,11,19
Egypt,Canada,408,636,245,349,163,287
Egypt,Central African Republic,37,57,24,35,13,22
Egypt,Sri Lanka,144,222,90,127,54,95
Egypt,Chad,215,334,148,216,67,118
Egypt,Chile,18,27,11,16,7,11
Egypt,China,495,771,356,528,139,243
Egypt,Colombia,37,57,29,45,8,12
Egypt,Comoros,585,913,493,753,92,160
Egypt,Congo,48,72,35,50,13,22
Egypt,Democratic Republic of the Congo,85,130,59,86,26,44
Egypt,Croatia,66,102,53,80,13,22
Egypt,Cyprus,56,86,34,48,22,38
Egypt,Czechia,130,201,66,89,64,112
Egypt,Benin,24,35,24,35,0,0
Egypt,Denmark,194,302,111,157,83,145
Egypt,Ecuador,8,11,3,4,5,7
Egypt,El Salvador,137,212,71,96,66,116
Egypt,Ethiopia,6931,16256,3467,7067,3464,9189
Egypt,Eritrea,3836,18232,1918,7924,1918,10308
Egypt,Estonia,17,25,10,14,7,11
Egypt,Finland,160,249,79,107,81,142
Egypt,France,1838,2874,1089,1551,749,1323
Egypt,Djibouti,239,371,157,228,82,143
Egypt,Gambia,19,28,14,21,5,7
Egypt,State of Palestine,96879,135932,60723,79148,36156,56784
Egypt,Germany,4970,7771,2975,4243,1995,3528
Egypt,Ghana,151,234,119,179,32,55
Egypt,Gibraltar,6,8,5,7,1,1
Egypt,Greece,822,1284,411,559,411,725
Egypt,Guatemala,6,8,4,5,2,3
Egypt,Guinea,93,143,86,132,7,11
Egypt,Hungary,86,133,42,57,44,76
Egypt,India,800,1249,547,804,253,445
Egypt,Indonesia,1854,2897,1481,2238,373,659
Egypt,Iran (Islamic Republic of),97,150,62,90,35,60
Egypt,Iraq,12817,20042,6474,8821,6343,11221
Egypt,Ireland,61,95,29,40,32,55
Egypt,Israel,456,710,297,432,159,278
Egypt,Italy,2691,4206,1586,2252,1105,1954
Egypt,Côte d'Ivoire,514,802,259,352,255,450
Egypt,Japan,742,1158,434,616,308,542
Egypt,Kazakhstan,137,212,83,117,54,95
Egypt,Jordan,3375,5277,2041,2917,1334,2360
Egypt,Kenya,89,137,64,94,25,43
Egypt,Dem. People's Republic of Korea,66,102,43,62,23,40
Egypt,Republic of Korea,193,299,136,200,57,99
Egypt,Kuwait,1925,3008,1308,1918,617,1090
Egypt,Kyrgyzstan,40,61,32,49,8,12
Egypt,Lebanon,2045,3197,1046,1431,999,1766
Egypt,Liberia,31,47,20,28,11,19
Egypt,Libya,3228,5047,1980,2840,1248,2207
Egypt,Madagascar,26,39,25,38,1,1
Egypt,Malawi,19,28,17,25,2,3
Egypt,Malaysia,1815,2836,1293,1913,522,923
Egypt,Maldives,19,28,14,21,5,7
Egypt,Mali,139,216,112,170,27,46
Egypt,Mauritania,100,154,77,114,23,40
Egypt,Mexico,42,64,19,24,23,40
Egypt,Monaco,53,82,30,42,23,40
Egypt,Mongolia,10,14,9,13,1,1
Egypt,Republic of Moldova,40,61,36,55,4,6
Egypt,Morocco,683,1066,236,276,447,790
Egypt,Mozambique,11,15,7,9,4,6
Egypt,Oman,350,544,246,361,104,183
Egypt,Namibia,172,268,75,97,97,171
Egypt,Netherlands,639,997,354,495,285,502
Egypt,New Zealand,60,93,42,63,18,30
Egypt,Niger,75,116,64,99,11,17
Egypt,Nigeria,1945,814,1480,596,465,218
Egypt,Norway,78,120,47,67,31,53
Egypt,Pakistan,398,619,278,408,120,211
Egypt,Philippines,705,1101,319,419,386,682
Egypt,Poland,244,380,136,190,108,190
Egypt,Portugal,29,44,15,21,14,23
Egypt,Guinea-Bissau,60,93,60,93,0,0
Egypt,Qatar,257,401,170,249,87,152
Egypt,Romania,157,243,79,107,78,136
Egypt,Russian Federation,4820,7536,2216,2930,2604,4606
Egypt,Rwanda,29,44,24,37,5,7
Egypt,Saudi Arabia,5268,8238,3591,5273,1677,2965
Egypt,Senegal,273,425,228,346,45,79
Egypt,Seychelles,13,19,9,13,4,6
Egypt,Sierra Leone,40,61,21,30,19,31
Egypt,Singapore,93,143,60,86,33,57
Egypt,Slovakia,40,61,19,26,21,35
Egypt,Somalia,13110,20501,8302,11996,4808,8505
Egypt,South Africa,144,222,90,129,54,93
Egypt,Zimbabwe,22,32,18,26,4,6
Egypt,Spain,267,416,155,219,112,197
Egypt,South Sudan,5762,19013,3367,9981,2395,9032
Egypt,Sudan,38410,60066,22443,31816,15967,28250
Egypt,Sweden,228,355,140,201,88,154
Egypt,Switzerland,878,1371,516,731,362,640
Egypt,Syrian Arab Republic,104635,125673,57334,61804,47301,63869
Egypt,Tajikistan,84,129,63,94,21,35
Egypt,Thailand,692,1080,577,879,115,201
Egypt,United Arab Emirates,460,719,296,430,164,289
Egypt,Tunisia,503,785,265,365,238,420
Egypt,Turkey,576,898,433,647,143,251
Egypt,Turkmenistan,31,47,24,36,7,11
Egypt,Uganda,56,86,48,74,8,12
Egypt,Ukraine,110,171,47,62,63,109
Egypt,North Macedonia,77,119,50,73,27,46
Egypt,United Kingdom,2023,3161,1206,1717,817,1444
Egypt,United Republic of Tanzania,94,144,75,113,19,31
Egypt,United States of America,3886,6075,2314,3295,1572,2780
Egypt,Burkina Faso,42,64,37,57,5,7
Egypt,Uzbekistan,73,112,60,90,13,22
Egypt,Venezuela (Bolivarian Republic of),22,32,11,13,11,19
Egypt,Yemen,3666,9158,2371,5465,1295,3693
Egypt,Zambia,17,25,12,18,5,7
Egypt,Other,6078,25312,3118,12750,2960,12562
Libya,Micronesia,0,0,0,0,0,0
Libya,Afghanistan,319,340,230,248,89,92
Libya,Albania,300,320,207,224,93,96
Libya,Algeria,3577,3830,2049,2231,1528,1599
Libya,Australia,746,797,521,564,225,233
Libya,Austria,750,801,402,437,348,364
Libya,Bahrain,965,1032,733,791,232,241
Libya,Bangladesh,1246,1334,1188,1275,58,59
Libya,Armenia,255,270,162,174,93,96
Libya,Belgium,673,720,405,440,268,280
Libya,Bosnia and Herzegovina,328,351,228,247,100,104
Libya,Brazil,255,270,155,166,100,104
Libya,Belarus,759,811,459,498,300,313
Libya,Canada,2841,3041,1924,2081,917,960
Libya,Sri Lanka,366,391,226,245,140,146
Libya,Chad,858,918,639,691,219,227
Libya,China,3064,3280,2206,2382,858,898
Libya,Comoros,4281,4584,3693,3968,588,616
Libya,Congo,401,429,301,325,100,104
Libya,Democratic Republic of the Congo,433,463,336,363,97,100
Libya,Denmark,768,821,523,567,245,254
Libya,El Salvador,706,754,457,495,249,259
Libya,Ethiopia,1825,1952,1165,1262,660,690
Libya,Eritrea,4646,5501,3173,3798,1473,1703
Libya,Finland,828,885,525,569,303,316
Libya,France,5010,5364,3271,3544,1739,1820
Libya,Djibouti,1421,1519,1044,1125,377,394
Libya,State of Palestine,285146,305476,204028,222145,81118,83331
Libya,Germany,7005,7503,4164,4528,2841,2975
Libya,Ghana,612,655,491,530,121,125
Libya,Greece,2608,2792,1552,1686,1056,1106
Libya,Hungary,337,360,183,200,154,160
Libya,India,4826,5167,3738,4029,1088,1138
Libya,Indonesia,13019,13944,10892,11717,2127,2227
Libya,Iran (Islamic Republic of),410,439,306,331,104,108
Libya,Iraq,68240,73093,46444,50260,21796,22833
Libya,Italy,6667,7141,4157,4513,2510,2628
Libya,Côte d'Ivoire,594,636,448,485,146,151
Libya,Japan,1002,1072,643,698,359,374
Libya,Kazakhstan,800,855,646,695,154,160
Libya,Jordan,20338,21783,14470,15637,5868,6146
Libya,Kenya,334,357,221,241,113,116
Libya,Republic of Korea,713,761,502,541,211,220
Libya,Kuwait,10763,11527,8487,9144,2276,2383
Libya,Lebanon,11029,11812,6906,7494,4123,4318
Libya,Malaysia,7894,8454,6377,6867,1517,1587
Libya,Mali,337,360,260,281,77,79
Libya,Mauritania,356,380,281,303,75,77
Libya,Monaco,276,293,188,202,88,91
Libya,Morocco,4883,5229,2475,2708,2408,2521
Libya,Oman,1688,1806,1344,1446,344,360
Libya,Netherlands,1764,1890,1009,1101,755,789
Libya,Niger,356,380,287,308,69,72
Libya,Nigeria,2841,3041,2191,2363,650,678
Libya,Norway,334,357,208,227,126,130
Libya,Pakistan,2451,2625,1836,1982,615,643
Libya,Philippines,4395,4707,2411,2630,1984,2077
Libya,Poland,676,723,319,350,357,373
Libya,Guinea-Bissau,309,329,308,329,1,0
Libya,Qatar,1410,1508,1096,1180,314,328
Libya,Romania,594,636,286,315,308,321
Libya,Russian Federation,7221,7734,4637,5029,2584,2705
Libya,Saudi Arabia,35352,37866,27026,29145,8326,8721
Libya,Senegal,1117,1195,971,1044,146,151
Libya,Sierra Leone,237,251,162,174,75,77
Libya,Singapore,667,714,481,521,186,193
Libya,Somalia,104178,111588,75539,81585,28639,30003
Libya,South Africa,645,690,457,495,188,195
Libya,Spain,724,774,449,487,275,287
Libya,South Sudan,1770,1896,1261,1365,509,531
Libya,Sudan,14379,15400,10242,11067,4137,4333
Libya,Sweden,746,797,504,546,242,251
Libya,Switzerland,929,993,538,585,391,408
Libya,Syrian Arab Republic,27666,44450,19671,31887,7995,12563
Libya,Tajikistan,676,723,530,572,146,151
Libya,Thailand,2841,3041,2386,2567,455,474
Libya,United Arab Emirates,2766,2961,1931,2087,835,874
Libya,Tunisia,3074,3292,1917,2082,1157,1210
Libya,Turkey,2527,2704,1895,2043,632,661
Libya,Turkmenistan,237,251,186,199,51,52
Libya,Ukraine,871,933,461,504,410,429
Libya,Egypt,20932,22420,14876,16076,6056,6344
Libya,United Kingdom,7207,7719,4645,5037,2562,2682
Libya,United Republic of Tanzania,264,281,197,211,67,70
Libya,United States of America,9851,10550,6656,7205,3195,3345
Libya,Uzbekistan,375,2122,329,1278,46,844
Libya,Yemen,21266,6323,15830,3830,5436,2493
Morocco,Micronesia,0,0,0,0,0,0
Morocco,Algeria,13194,14497,6622,7466,6572,7031
Morocco,Belgium,1377,1512,692,780,685,732
Morocco,Congo,1847,2028,928,1045,919,983
Morocco,France,34615,38063,17362,19575,17253,18488
Morocco,Germany,1415,1553,710,799,705,754
Morocco,Guinea,967,1061,486,547,481,514
Morocco,Iraq,1683,1849,846,954,837,895
Morocco,Italy,1862,2045,935,1054,927,991
Morocco,Lebanon,1326,1455,667,751,659,704
Morocco,Libya,1155,1268,580,654,575,614
Morocco,Mauritania,1564,1717,785,884,779,833
Morocco,Senegal,1774,1947,891,1004,883,943
Morocco,Spain,4025,4421,2021,2279,2004,2142
Morocco,Syrian Arab Republic,2619,3676,1316,1898,1303,1778
Morocco,Tunisia,2533,2781,1272,1433,1261,1348
Morocco,Egypt,1825,2005,917,1034,908,971
Morocco,United Kingdom,1192,1307,599,675,593,632
Morocco,United States of America,1795,1971,901,1016,894,955
Morocco,Other,15656,17202,7857,8859,7799,8343
Sudan,Micronesia,0,0,0,0,0,0
Sudan,Central African Republic,13489,25962,6908,13112,6581,12850
Sudan,Chad,74514,103065,37631,51295,36883,51770
Sudan,China,1111,1536,574,782,537,754
Sudan,Democratic Republic of the Congo,7445,10297,4549,6233,2896,4064
Sudan,Ethiopia,50734,70173,24232,32974,26502,37199
Sudan,Eritrea,159748,220960,81987,111810,77761,109150
Sudan,India,1277,1764,660,899,617,865
Sudan,Kenya,2575,3561,1327,1811,1248,1750
Sudan,Libya,1557,2153,804,1096,753,1057
Sudan,Mali,678,938,347,475,331,463
Sudan,Nigeria,14828,20508,7655,10440,7173,10068
Sudan,Somalia,130,179,64,88,66,91
Sudan,South Sudan,255959,867593,126321,428488,129638,439105
Sudan,Uganda,1250,1728,640,865,610,863
Sudan,Egypt,13423,18566,6930,9452,6493,9114
Sudan,Other,21805,30164,11256,15357,10549,14807
Tunisia,Micronesia,0,0,0,0,0,0
Tunisia,Algeria,10411,11060,5378,5778,5033,5282
Tunisia,Cameroon,715,758,369,396,346,362
Tunisia,France,8612,9151,4447,4781,4165,4370
Tunisia,State of Palestine,554,589,290,312,264,277
Tunisia,Germany,1448,1537,748,803,700,734
Tunisia,Iraq,636,675,332,357,304,318
Tunisia,Italy,2208,2345,1143,1228,1065,1117
Tunisia,Côte d'Ivoire,646,685,335,360,311,325
Tunisia,Libya,9119,9688,4709,5063,4410,4625
Tunisia,Mali,996,1058,507,546,489,512
Tunisia,Mauritania,528,560,273,293,255,267
Tunisia,Morocco,5785,6146,2987,3209,2798,2937
Tunisia,Nigeria,542,575,280,300,262,275
Tunisia,Senegal,409,433,211,226,198,207
Tunisia,Syrian Arab Republic,1228,1382,646,736,582,646
Tunisia,Egypt,1136,1206,587,630,549,576
Tunisia,United States of America,607,644,314,337,293,307
Tunisia,Other,10952,11653,5697,6119,5255,5534
Western Sahara,Micronesia,0,0,0,0,0,0
Western Sahara,Algeria,78,80,39,41,39,39
Western Sahara,France,268,279,136,142,132,137
Western Sahara,Guinea,954,998,619,649,335,349
Western Sahara,Mali,373,389,245,256,128,133
Western Sahara,Mauritania,542,566,418,438,124,128
Western Sahara,Guinea-Bissau,1007,1052,455,476,552,576
Western Sahara,Senegal,1745,1831,1019,1067,726,764
Western Sahara,Other,212,229,128,136,84,93
Botswana,Micronesia,0,0,0,0,0,0
Botswana,Angola,730,779,348,373,382,406
Botswana,Australia,367,391,177,190,190,201
Botswana,Canada,174,185,54,59,120,126
Botswana,Sri Lanka,926,988,479,513,447,475
Botswana,China,4466,4777,3561,3812,905,965
Botswana,Democratic Republic of the Congo,1056,1129,630,676,426,453
Botswana,Denmark,324,344,168,179,156,165
Botswana,Germany,316,336,142,151,174,185
Botswana,India,5282,5650,3080,3299,2202,2351
Botswana,Ireland,587,626,317,339,270,287
Botswana,Italy,511,545,328,352,183,193
Botswana,Kenya,1133,1210,762,816,371,394
Botswana,Lesotho,261,277,76,81,185,196
Botswana,Madagascar,525,560,304,326,221,234
Botswana,Malawi,1384,1478,861,920,523,558
Botswana,Mauritius,218,231,109,116,109,115
Botswana,Mozambique,566,604,326,349,240,255
Botswana,Namibia,926,988,642,686,284,302
Botswana,Netherlands,597,637,353,378,244,259
Botswana,Nigeria,1154,1233,598,640,556,593
Botswana,Norway,367,391,206,220,161,171
Botswana,Pakistan,436,464,229,245,207,219
Botswana,Portugal,436,464,265,282,171,182
Botswana,Seychelles,10,9,10,9,0,0
Botswana,South Africa,5359,5733,2896,3103,2463,2630
Botswana,Zimbabwe,60080,64301,34474,36924,25606,27377
Botswana,Eswatini,570,608,364,390,206,218
Botswana,Sweden,410,437,250,267,160,170
Botswana,Uganda,305,324,185,198,120,126
Botswana,United Kingdom,1231,1315,784,840,447,475
Botswana,United Republic of Tanzania,763,814,425,455,338,359
Botswana,United States of America,861,920,403,433,458,487
Botswana,Zambia,4128,4415,2296,2459,1832,1956
Botswana,Other,6594,7105,2549,2737,4045,4368
Eswatini,Micronesia,0,0,0,0,0,0
Eswatini,Angola,131,133,65,67,66,66
Eswatini,Australia,55,54,32,32,23,22
Eswatini,Botswana,41,39,14,13,27,26
Eswatini,Burundi,402,469,197,231,205,238
Eswatini,Canada,19,17,7,6,12,11
Eswatini,Congo,72,71,36,36,36,35
Eswatini,Democratic Republic of the Congo,570,675,282,336,288,339
Eswatini,Ethiopia,30,28,16,15,14,13
Eswatini,Lesotho,221,223,23,24,198,199
Eswatini,Liberia,46,44,22,21,24,23
Eswatini,Mozambique,9857,10011,5995,6089,3862,3922
Eswatini,New Zealand,25,23,17,16,8,7
Eswatini,Rwanda,342,387,170,194,172,193
Eswatini,Somalia,181,305,96,162,85,143
Eswatini,South Africa,12511,12712,4921,5013,7590,7699
Eswatini,Uganda,55,54,27,27,28,27
Eswatini,United States of America,256,259,102,104,154,155
Eswatini,Other,7538,7354,4605,4535,2933,2819
Lesotho,Micronesia,0,0,0,0,0,0
Lesotho,Botswana,151,198,69,88,82,110
Lesotho,China,168,221,97,126,71,95
Lesotho,Ghana,124,163,84,110,40,53
Lesotho,India,318,419,180,234,138,185
Lesotho,Malawi,51,67,32,42,19,25
Lesotho,Mozambique,32,42,23,30,9,12
Lesotho,Namibia,5,6,4,5,1,1
Lesotho,Pakistan,318,419,180,234,138,185
Lesotho,South Africa,3629,4782,1902,2465,1727,2317
Lesotho,Zimbabwe,97,127,53,68,44,59
Lesotho,Eswatini,51,67,25,33,26,34
Lesotho,Uganda,191,251,108,140,83,111
Lesotho,United Republic of Tanzania,118,155,61,79,57,76
Lesotho,United States of America,124,163,67,87,57,76
Lesotho,Zambia,97,127,53,68,44,59
Lesotho,Other,3678,4853,2099,2728,1579,2125
Namibia,Micronesia,0,0,0,0,0,0
Namibia,Afghanistan,42,44,18,19,24,25
Namibia,Algeria,473,505,225,241,248,264
Namibia,Angola,37350,40105,22031,23646,15319,16459
Namibia,Antigua and Barbuda,459,490,186,199,273,291
Namibia,Argentina,48,50,18,19,30,31
Namibia,Australia,524,560,204,220,320,340
Namibia,Austria,596,636,323,345,273,291
Namibia,Bahamas,48,50,12,12,36,38
Namibia,Bahrain,47,49,13,14,34,35
Namibia,Bangladesh,31,32,20,21,11,11
Namibia,Armenia,61,64,61,64,0,0
Namibia,Belgium,180,192,92,98,88,94
Namibia,Botswana,644,689,317,341,327,348
Namibia,Brazil,522,558,219,236,303,322
Namibia,Bulgaria,29,30,6,6,23,24
Namibia,Burundi,380,406,232,249,148,157
Namibia,Cameroon,115,122,95,101,20,21
Namibia,Canada,184,196,83,89,101,107
Namibia,Chile,31,32,23,24,8,8
Namibia,China,3039,3252,2183,2339,856,913
Namibia,Congo,1093,1168,637,683,456,485
Namibia,Democratic Republic of the Congo,3472,4334,1696,2124,1776,2210
Namibia,Cuba,665,710,272,291,393,419
Namibia,Czechia,74,78,25,27,49,51
Namibia,Benin,152,161,67,72,85,89
Namibia,Denmark,110,117,74,79,36,38
Namibia,Ethiopia,206,220,66,71,140,149
Namibia,Finland,77,81,23,24,54,57
Namibia,France,524,560,237,254,287,306
Namibia,Gambia,84,88,38,40,46,48
Namibia,Germany,8870,9494,3771,4051,5099,5443
Namibia,Ghana,139,148,82,88,57,60
Namibia,Guinea,51,53,31,32,20,21
Namibia,India,659,704,432,463,227,241
Namibia,Indonesia,88,94,34,37,54,57
Namibia,Iran (Islamic Republic of),29,30,18,19,11,11
Namibia,Ireland,58,61,28,30,30,31
Namibia,Israel,105,112,59,64,46,48
Namibia,Italy,806,863,363,391,443,472
Namibia,Côte d'Ivoire,29,30,21,22,8,8
Namibia,Japan,110,117,41,44,69,73
Namibia,Kenya,1086,1161,550,589,536,572
Namibia,Dem. People's Republic of Korea,98,104,98,104,0,0
Namibia,Republic of Korea,34,35,14,14,20,21
Namibia,Lebanon,45,47,28,30,17,17
Namibia,Lesotho,123,131,60,65,63,66
Namibia,Libya,34,35,17,18,17,17
Namibia,Luxembourg,42,44,19,20,23,24
Namibia,Malawi,361,386,194,210,167,176
Namibia,Mauritius,103,110,42,46,61,64
Namibia,Mozambique,134,142,77,82,57,60
Namibia,Netherlands,505,539,248,265,257,274
Namibia,New Zealand,48,50,28,29,20,21
Namibia,Nigeria,961,1029,590,634,371,395
Namibia,Norway,51,53,17,18,34,35
Namibia,Pakistan,162,173,145,156,17,17
Namibia,Philippines,240,256,89,97,151,159
Namibia,Poland,164,175,57,61,107,114
Namibia,Portugal,423,451,251,268,172,183
Namibia,Romania,29,30,16,17,13,13
Namibia,Russian Federation,444,474,261,280,183,194
Namibia,Rwanda,350,374,196,211,154,163
Namibia,Senegal,29,30,18,19,11,11
Namibia,Seychelles,54,57,20,22,34,35
Namibia,Sierra Leone,159,170,74,81,85,89
Namibia,Somalia,91,97,64,69,27,28
Namibia,South Africa,8300,8883,4152,4455,4148,4428
Namibia,Zimbabwe,14141,15135,7186,7709,6955,7426
Namibia,Spain,336,358,199,212,137,146
Namibia,Sudan,194,207,87,93,107,114
Namibia,Eswatini,191,204,87,93,104,111
Namibia,Sweden,98,104,46,49,52,55
Namibia,Switzerland,418,446,177,189,241,257
Namibia,Thailand,72,76,31,33,41,43
Namibia,Turkey,34,35,21,22,13,13
Namibia,Uganda,470,502,240,258,230,244
Namibia,Ukraine,251,267,217,232,34,35
Namibia,Egypt,170,180,104,111,66,69
Namibia,United Kingdom,1681,1798,713,765,968,1033
Namibia,United Republic of Tanzania,1074,1148,531,569,543,579
Namibia,United States of America,1027,1098,434,466,593,632
Namibia,Burkina Faso,69,73,33,35,36,38
Namibia,Zambia,2959,3167,1922,2060,1037,1107
Namibia,Other,2159,2272,1010,1079,1149,1193
South Africa,Micronesia,46,53,31,38,15,15
South Africa,Afghanistan,96,111,54,69,42,42
South Africa,Albania,168,195,67,92,101,103
South Africa,Algeria,463,537,340,412,123,125
South Africa,Angola,41296,47945,20572,26782,20724,21163
South Africa,Argentina,2459,2854,1102,1469,1357,1385
South Africa,Australia,4832,5771,2375,2833,2457,2938
South Africa,Austria,5595,6495,3038,3884,2557,2611
South Africa,Bahrain,170,197,94,120,76,77
South Africa,Bangladesh,22965,15565,16911,14266,6054,1299
South Africa,Barbados,29,33,17,21,12,12
South Africa,Belarus,247,286,113,150,134,136
South Africa,Belgium,8249,9577,4158,5400,4091,4177
South Africa,Benin,199,231,122,153,77,78
South Africa,Bermuda,61,70,38,47,23,23
South Africa,Bolivia (Plurinational State of),168,195,21,45,147,150
South Africa,Bosnia and Herzegovina,210,243,80,111,130,132
South Africa,Botswana,43461,50475,26473,33127,16988,17348
South Africa,Brazil,3045,3535,1339,1793,1706,1742
South Africa,British Virgin Islands,21,24,16,19,5,5
South Africa,Brunei Darussalam,21,24,9,12,12,12
South Africa,Bulgaria,4081,4738,2030,2644,2051,2094
South Africa,Burundi,6800,7894,2926,3938,3874,3956
South Africa,Cameroon,2562,2974,1749,2144,813,830
South Africa,Canada,5908,6859,2889,3776,3019,3083
South Africa,Central African Republic,121,140,94,113,27,27
South Africa,Chile,692,803,340,444,352,359
South Africa,China,7845,6914,4713,4397,3132,2517
South Africa,Colombia,615,714,201,292,414,422
South Africa,Comoros,202,234,174,206,28,28
South Africa,Congo,20425,23713,11554,14654,8871,9059
South Africa,Côte d'Ivoire,1199,1392,827,1013,372,379
South Africa,Croatia,1038,1205,521,678,517,527
South Africa,Cuba,1590,1846,886,1128,704,718
South Africa,Cyprus,5098,5918,2465,3230,2633,2688
South Africa,Czechia,2068,2401,1065,1377,1003,1024
South Africa,Dem. People's Republic of Korea,141,163,25,45,116,118
South Africa,Democratic Republic of the Congo,85380,63892,45036,34730,40344,29162
South Africa,Denmark,2622,3044,1312,1707,1310,1337
South Africa,Egypt,4793,5564,2461,3183,2332,2381
South Africa,Eritrea,593,688,329,419,264,269
South Africa,Estonia,149,172,121,144,28,28
South Africa,Ethiopia,66761,44181,40727,31459,26034,12722
South Africa,Fiji,46,53,26,33,20,20
South Africa,Finland,672,780,165,263,507,517
South Africa,France,7859,9124,3779,4958,4080,4166
South Africa,Gabon,322,373,176,224,146,149
South Africa,Germany,13896,16595,6803,8113,7093,8482
South Africa,Ghana,6920,8034,4528,5592,2392,2442
South Africa,Gibraltar,55,63,43,51,12,12
South Africa,Greece,9370,10878,4903,6317,4467,4561
South Africa,Guatemala,92,106,64,78,28,28
South Africa,Guinea,79,91,51,63,28,28
South Africa,Guinea-Bissau,29,33,10,14,19,19
South Africa,Guyana,58,67,26,35,32,32
South Africa,"China, Hong Kong SAR",1674,1943,800,1051,874,892
South Africa,Iceland,30,34,25,29,5,5
South Africa,India,34606,29935,19404,17461,15202,12474
South Africa,Indonesia,1262,1465,615,805,647,660
South Africa,Iran (Islamic Republic of),730,847,358,468,372,379
South Africa,Iraq,170,197,126,153,44,44
South Africa,Ireland,12560,14582,5212,7079,7348,7503
